0	"2,19,23,42,93,105,129,131,221,226,227,232,242,272,273,277,278,289,301,328,334,366,373,388,401,418,425,449,451,456,468,470,495,513,530,531,547,560,578,591,647,650,668,699,700,702,742,754,769,863,926,934,945,975,991"
1	"15,61,73,75,110,123,169,203,255,267,302,323,343,348,376,378,409,416,433,476,512,527,532,549,553,599,622,658,664,714,751,767,824,836,848,855,885,922,949"
2	"4,8,40,43,48,51,81,99,102,120,130,132,143,144,153,168,201,217,231,237,268,281,360,414,417,421,430,432,441,465,497,520,562,570,575,596,600,605,625,652,663,698,709,717,724,753,772,787,790,797,805,835,861,864,871,959,964,993"
3	"47,74,79,83,84,92,100,161,202,240,245,252,261,296,308,325,368,423,434,446,469,479,580,585,602,671,690,713,733,808,817,819,825,827,837,843,851,869,872,963,972,985"
4	"7,21,71,72,145,190,211,246,257,258,285,333,338,347,351,352,355,364,371,374,403,419,424,445,490,492,511,519,576,588,593,604,606,618,630,639,673,696,729,741,747,763,768,771,780,789,800,801,812,857,879,924,932,941,971,986"
5	"14,62,67,88,135,160,172,238,243,253,264,307,412,438,458,477,505,556,645,697,811,854,888,890,901,939,976"
6	"29,41,111,125,141,193,195,216,223,236,241,249,291,315,340,356,357,384,389,436,437,448,478,525,551,558,567,577,582,632,662,704,750,770,777,791,853,942,953,979,981,995,997,1000"
7	"10,27,28,30,52,63,89,112,128,139,142,156,175,306,324,331,336,346,358,442,463,464,473,482,484,491,508,518,521,537,541,563,581,610,611,656,670,692,695,744,756,766,829,834,856,876,881,930,933,947,956,960"
8	"20,22,57,59,66,133,157,164,180,183,186,188,189,196,229,279,295,313,316,329,344,365,399,402,408,439,443,453,480,485,486,500,502,543,545,572,573,584,633,638,665,672,691,693,711,715,745,785,803,814,844,845,850,882,992,998"
9	"1,37,39,69,116,124,137,170,212,228,326,330,335,342,367,385,390,395,429,444,454,459,494,496,579,603,614,617,619,620,640,651,666,682,686,706,708,712,721,728,764,773,788,810,815,818,841,847,860,870,886,891,907,915,917,919,938,940"
10	"31,35,78,80,104,106,108,134,152,158,178,182,185,187,194,209,213,222,224,259,262,283,284,312,350,375,415,428,431,461,481,483,509,542,554,565,583,608,613,642,667,680,705,725,784,799,802,842,858,862,866,877,880,911,913,937,955,983,994"
11	"17,26,54,76,82,87,113,127,147,151,154,159,165,200,214,215,218,251,294,317,354,361,370,380,392,407,440,471,475,488,538,544,564,566,590,592,615,627,657,659,675,679,688,689,703,737,775,783,806,865,874,893,920,928,954,967,968,970,980,982,988"
12	"36,77,90,107,149,174,179,197,206,254,298,299,341,377,379,396,413,426,427,447,457,466,504,506,514,516,557,561,587,594,595,616,634,646,683,694,743,776,781,792,831,868,889,895,898,900,903,908,910,952,958,978"
13	"12,25,91,98,101,109,117,118,119,176,191,199,207,208,220,235,309,318,372,382,383,499,523,626,643,649,727,732,755,774,813,833,840,849,892,899,902,905,906,923,925,957"
14	"6,18,46,56,58,60,95,173,230,274,282,287,310,320,327,391,394,397,472,474,503,528,535,550,559,571,574,586,629,631,644,654,655,718,731,735,746,748,752,759,760,761,782,794,828,873,878,912,935,965,984"
15	"11,32,45,97,126,184,192,204,205,234,250,256,288,363,411,422,529,536,539,540,548,569,623,635,641,669,722,723,730,736,758,765,821,826,830,832,838,846,875,914,918,931,944,946,962,974"
16	"13,33,38,44,50,53,55,64,115,140,163,166,171,239,244,275,280,292,400,410,420,452,467,501,507,510,524,568,589,601,624,648,661,678,681,684,719,726,757,786,793,795,796,816,822,823,894,909,961,969,987,996"
17	"9,16,34,68,94,148,225,260,290,293,305,319,337,362,393,404,460,462,489,498,515,517,533,534,597,621,628,660,676,707,716,720,734,778,804,883,884,897,904,921,950,966,977,999"
18	"3,24,49,65,70,85,96,114,121,136,138,150,162,167,177,210,219,233,248,265,269,270,286,297,300,303,304,349,387,398,405,406,493,546,555,636,637,674,677,685,701,739,740,749,762,798,820,839,887,916,927,973,990"
19	"5,86,103,122,146,155,181,198,247,263,266,271,276,311,314,321,322,332,339,345,353,359,369,381,386,435,450,455,487,522,526,552,598,607,609,612,653,687,710,738,779,807,809,852,859,867,896,929,936,943,948,951,989"
