0	"3,40,46,108,112,126,141,157,161,193,203,218,240,246,250,287,288,289"
1	"11,35,39,56,68,93,106,125,165,187,209,210,219,292"
2	"29,37,49,66,84,114,135,136,140,145,177,197,214,216,217,222,244,258,267,268,280"
3	"6,12,17,50,60,63,75,95,96,113,130,153,163,168,194,208,213,226,249"
4	"5,33,38,44,61,62,115,144,156,200,228,231,237,248,252,262,265,298"
5	"2,53,98,110,206,239,261,272,281,290,295"
6	"23,85,118,131,139,142,147,164,175,192,220,233,236,257,278"
7	"15,21,34,43,76,119,134,158,191,196,223,251,284"
8	"4,30,36,58,74,79,80,109,176,178,180,224,235,300"
9	"54,64,77,83,87,138,166,169,183,199,212,242,247,253,254,260,275,286,294"
10	"7,41,52,65,102,151,173,182,188,241,264"
11	"24,57,88,97,103,120,129,150,215,269,277,291"
12	"1,42,48,72,99,107,122,123,137,167,179,205,232,266,274,283"
13	"51,67,69,70,94,100,105,121,149,155,171,181,189,225,230,263"
14	"8,18,45,73,116,124,143,146,172,186,190,234,243,245,255,273,299"
15	"10,19,22,26,47,81,91,127,148,152,170,174,185,204,221,229,259,271,276,293,297"
16	"133,162,198,285"
17	"9,16,28,55,117,184,195,207,282,296"
18	"13,14,25,27,31,71,78,89,92,104,111,128,227,256"
19	"20,32,59,82,86,90,101,132,154,159,160,201,202,211,238,270,279"
