0	"1,27,44,52,87,103,136,165,201,259,263,275,286"
1	"31,35,60,66,111,173,207,227,234,240,247"
2	"32,43,48,54,61,76,84,132,152,192,195,206,209,261,292,296,300"
3	"6,29,40,63,65,119,121,139,145,147,200,254"
4	"15,18,36,41,75,94,106,126,244,248,272,276,285,289"
5	"5,17,22,28,45,46,68,70,86,123,131,138,177,229,256,258,267,282"
6	"11,13,14,21,30,42,67,71,89,90,97,98,144,216,217,228,235"
7	"26,34,49,79,88,91,115,160,199,237,243,271,284"
8	"95,96,112,142,150,176,187,210,214,218,220,222,283"
9	"16,56,64,69,100,104,108,114,122,151,161,178,179,204,230,233,260,270,279,297,298"
10	"4,8,23,47,105,133,134,137,155,169,170,183,194,205,231,238,242,246,251,291"
11	"10,12,33,38,51,85,109,127,129,146,148,174,175,189,198,221,239,280,293,299"
12	"81,102,117,128,143,149,156,164,166,167,188,213,264"
13	"3,7,24,58,80,110,118,181,184,208,236,241,249,257"
14	"25,53,57,59,77,82,83,93,116,124,140,157,158,159,185,186,193,196,212,226,232,269,281"
15	"2,78,99,120,190,191,202,219,278"
16	"19,20,55,62,92,107,125,141,162,163,171,172,180,182,197,265,277,290,294,295"
17	"39,50,72,101,135,154,211,224,225,245,274,287,288"
18	"9,37,74,130,153,168,252,262,266,268"
19	"73,113,203,215,223,250,253,255,273"
