0	"30,38,91,102,103,105,106,113,115,151,178,194,208,235,236,301,314,315,322,326,343,353,360,364,379,387,433,441,456,463,476,477,493,497,507,555,562,571,574,623,657,672,673,688,699,700,719,731,766,773,792,793,803,827,830,840,869,885,889,903,911,924,926,940,980"
1	"58,65,78,112,116,126,162,183,257,299,300,331,338,347,378,422,443,459,472,487,521,594,608,665,696,722,724,814,822,841,850,890,891,894,919,922,939,958,962,974"
2	"37,76,79,117,160,161,169,179,201,212,216,226,247,254,260,280,297,310,340,344,361,365,372,384,398,437,468,502,503,504,524,525,529,539,541,542,568,585,597,615,631,639,645,664,748,750,754,779,790,834,855,877,899,907,985,993,997"
3	"31,52,64,87,124,132,159,163,197,207,218,227,249,261,312,321,453,458,480,534,543,547,604,622,625,635,637,671,738,802,811,818,870,892,914,929,948,949"
4	"8,22,28,71,82,84,86,167,206,211,224,272,306,345,395,403,452,457,460,464,498,513,620,643,670,697,698,705,737,764,846,848,866,887,923,927,986"
5	"9,32,42,45,104,129,135,138,140,165,171,198,203,204,213,220,239,243,250,278,318,327,330,334,355,374,406,416,444,450,474,500,510,514,531,549,565,577,583,626,630,652,663,711,713,760,767,771,783,799,807,867,875,896,904,908,921,934,984,990,991"
6	"15,18,27,36,44,46,139,147,155,164,172,174,214,270,316,332,358,385,390,399,415,447,484,499,586,591,598,624,680,701,740,815,821,868,872,893,898,969,987,996"
7	"10,24,43,51,80,156,184,209,215,221,229,231,271,285,292,325,362,369,377,404,475,483,496,523,573,644,687,753,788,806,810,825,836,839,873,895,953,961,975,977,979"
8	"17,56,70,73,74,81,85,114,125,146,185,193,223,225,238,245,283,284,286,298,302,341,351,375,380,394,418,431,519,567,572,600,603,612,614,649,658,667,692,712,728,730,739,742,780,785,816,882,920,955,971,972"
9	"59,69,119,120,131,210,219,222,234,237,252,262,291,294,317,324,328,333,346,370,371,376,382,383,407,411,417,421,488,491,536,579,580,602,613,617,618,629,677,681,685,708,716,741,746,749,778,781,805,809,820,845,849,854,865,886,902,905,906,947,951,983,994,1000"
10	"26,89,93,107,121,153,168,173,246,266,304,305,335,393,438,446,454,462,467,469,520,522,540,546,596,599,616,656,661,679,695,706,707,709,752,755,758,775,789,828,844,858,876,878,879,884,918,931,938"
11	"16,19,83,90,94,97,109,111,128,133,136,188,240,277,303,308,336,342,368,408,413,420,427,455,485,512,527,537,550,556,561,607,641,651,668,733,736,774,801,808,832,835,847,853,915,932,952,964,978"
12	"13,35,50,134,170,177,187,217,232,253,258,281,356,359,363,381,397,414,428,429,432,436,505,506,508,535,552,558,587,590,636,654,660,662,703,745,765,784,787,798,852,860,864,909,937,954,959,988,992"
13	"14,40,57,75,108,127,233,242,288,290,296,307,329,339,349,388,389,440,442,471,482,490,501,544,545,557,559,560,593,606,610,621,634,638,653,659,683,691,694,704,710,718,725,734,751,772,777,794,837,838,856,928,933,944,973,989"
14	"3,25,34,47,49,54,88,100,122,142,149,181,182,186,191,228,251,255,259,275,276,282,410,412,570,588,609,669,689,714,720,796,823,831,880,900,901,956,968,982"
15	"21,67,150,157,180,195,196,248,267,269,289,367,405,435,451,495,509,528,532,533,564,566,601,628,640,642,647,648,666,721,723,735,761,791,795,812,826,843,881,883,888,910,925"
16	"20,29,33,62,66,72,77,101,130,137,148,152,158,166,176,189,192,241,263,273,274,287,293,309,313,337,373,401,439,445,466,470,473,526,569,576,582,589,595,605,611,646,650,655,678,684,693,702,759,769,797,829,842,859,862,874,912,913,942,945,946,950"
17	"1,41,60,98,99,141,143,145,200,202,205,256,264,279,323,348,350,352,357,366,386,391,396,400,423,424,425,426,434,448,478,516,553,592,619,627,675,682,686,715,717,727,732,747,756,757,763,776,786,800,813,817,819,824,863,897,998"
18	"2,4,5,12,48,63,92,110,118,123,154,175,190,199,230,244,265,268,295,354,409,430,479,486,489,492,494,538,554,563,578,633,674,690,729,743,744,768,770,851,857,861,871,916,941,957,963,965,967"
19	"6,7,11,23,39,53,55,61,68,95,96,144,311,319,320,392,402,419,449,461,465,481,511,515,517,518,530,548,551,575,581,584,632,676,726,762,782,804,833,917,930,935,936,943,960,966,970,976,981,995,999"
