0	"18,36,41,47,50,60,61,63,68,82,93,130,139,141,149,152,153,171,173,179,180,215,226,234,265,276,302,364,393,432,433,437,495,528,539,553,603,606,623,627,632,653,729,731,796,820,856,877,878,923,930,957,967,973,977,978,989,997"
1	"88,116,165,166,170,198,201,211,228,230,258,259,307,325,345,368,399,407,408,426,475,477,483,494,496,509,511,521,535,542,597,601,633,636,642,646,681,682,705,725,726,739,745,752,761,783,837,847,850,862,974,994"
2	"6,48,91,119,156,161,177,206,287,303,312,318,319,340,385,394,415,445,474,529,538,577,593,624,671,672,689,690,732,736,802,825,834,873,905,913,925,933,954"
3	"3,62,75,108,136,140,142,182,188,209,216,221,248,249,257,270,271,286,291,295,316,326,341,413,450,456,506,517,520,526,546,563,569,585,586,702,727,795,814,830,831,851,864,879,883,906,928,940,966,995"
4	"8,37,43,54,96,98,103,137,174,176,187,222,223,231,238,279,300,304,317,334,338,363,365,366,374,378,382,387,391,421,449,465,516,530,533,564,589,592,605,609,618,649,663,676,695,734,754,757,763,792,892,902,926,941,944,968,979,990"
5	"42,45,46,57,81,83,97,99,100,105,114,115,126,128,212,236,237,256,267,272,357,379,381,395,417,420,443,451,499,523,525,527,567,580,595,610,612,670,760,794,800,805,857,869,881,912,927,931,965,983"
6	"15,56,64,76,112,124,151,159,268,314,343,354,355,389,396,453,491,500,513,514,534,541,581,583,638,656,665,667,696,704,713,717,742,755,764,767,773,808,836,848,859,868,875,909,915,919,920,932,976,988,998"
7	"2,40,58,66,118,205,210,218,229,244,282,390,409,458,490,503,524,537,540,555,615,616,619,701,707,768,772,781,788,789,791,812,863,876,943,949,956"
8	"9,11,26,32,59,111,145,189,196,219,281,290,347,370,386,435,488,551,600,613,622,651,668,675,684,741,750,765,777,778,797,798,823,845,880,961,971"
9	"24,31,35,38,77,80,143,147,150,154,158,164,175,195,197,203,277,283,305,309,320,331,344,350,362,405,424,452,498,544,570,607,614,620,625,637,677,718,743,780,807,816,838,853,858,866,871,884,898,910,911,938,951,970,993"
10	"27,70,78,79,87,107,163,235,245,274,301,310,351,353,359,422,442,444,463,468,471,510,571,582,621,635,647,658,664,674,678,691,697,710,721,728,779,786,790,815,860,948,959,964"
11	"14,52,69,71,72,86,89,94,106,167,204,224,242,252,288,296,348,360,384,404,429,446,459,470,497,507,519,522,556,558,560,566,576,657,673,683,712,730,738,744,746,759,804,817,895,918,947,953,963,992,999"
12	"13,19,21,39,51,53,84,101,129,133,135,160,184,190,225,232,233,264,273,284,285,328,333,367,372,383,400,447,448,467,476,478,481,515,532,554,574,596,598,599,628,640,645,648,661,687,723,774,818,829,839,840,855,872,882,899,907,921,929,937,981"
13	"10,17,49,55,73,85,113,120,125,131,146,192,260,275,299,311,323,327,332,336,337,356,416,431,462,466,484,492,508,531,552,559,568,594,617,626,631,659,662,692,698,756,776,801,806,813,827,867,885,886,887,901,924,936,952,980"
14	"23,25,74,95,117,121,168,183,194,240,243,269,289,324,349,358,375,428,457,461,469,536,545,578,584,590,604,611,629,643,706,719,722,749,769,775,803,810,958,984,991,996"
15	"1,44,92,134,155,208,217,251,253,254,261,280,298,308,315,321,329,346,373,377,401,402,403,410,412,423,434,439,440,455,493,502,504,512,602,688,694,709,793,809,828,841,861,874,889,890,891,896,916,917,922,935,939,942,969,987"
16	"4,20,29,33,90,104,123,138,144,162,181,186,193,200,207,339,352,361,376,392,411,427,479,548,562,573,579,650,679,686,699,716,747,753,762,770,782,819,832,846,904,908,945,950,955,972,982,985,986"
17	"16,65,102,109,110,202,220,227,239,241,250,278,297,306,371,388,414,419,425,438,485,561,565,608,630,641,652,654,666,669,700,720,766,785,799,821,844,852,854,888,893,900,914,946,960,975,1000"
18	"7,12,34,132,148,172,185,199,213,246,247,255,263,322,342,406,418,436,464,472,473,480,486,489,501,518,550,588,634,644,655,660,693,703,708,711,715,733,737,740,748,751,771,787,897,934,962"
19	"5,22,28,30,67,122,127,157,169,178,191,214,262,266,292,293,294,313,330,335,369,380,397,398,430,441,454,460,482,487,505,543,547,549,557,572,575,587,591,639,680,685,714,724,735,758,784,811,822,824,826,833,835,842,843,849,865,870,894,903"
