0	"6,7,25,51,84,93,95,118,127,160,172,187,214,266,292,296,317,345,361,371,429,468,477,509,531,532,583,640,645,661,692,751,753,769,860,908,947,970,997"
1	"4,13,59,62,87,116,122,157,161,179,189,201,212,225,228,258,270,274,281,320,358,369,383,478,487,514,520,586,604,609,611,625,696,730,731,765,777,778,862,878,880,886,889,906,910,972"
2	"22,50,124,164,174,175,198,205,210,273,287,298,310,329,330,332,338,409,444,474,496,500,517,550,560,578,584,590,620,644,650,658,673,698,700,774,812,832,842,871,891,898,951,987,996"
3	"14,18,26,41,57,79,89,112,119,132,151,154,226,262,263,328,337,386,405,411,472,504,518,522,540,600,614,632,652,664,689,704,706,715,717,724,752,758,798,803,810,844,847,856,867,894,897,902,948,953,975,984,986,989,999"
4	"52,58,123,128,158,181,203,204,211,240,241,243,275,333,336,341,343,344,350,414,463,467,471,484,489,530,554,621,630,653,668,677,682,707,741,748,790,794,807,881,920,926,943,946,955,967"
5	"1,5,8,10,60,71,74,97,134,138,177,184,195,197,215,234,235,239,269,272,282,283,308,321,370,384,398,439,473,497,507,547,563,589,601,610,627,634,643,656,685,703,714,729,742,746,747,760,762,776,805,822,836,915,934"
6	"19,73,78,94,100,101,148,155,183,194,213,218,223,249,250,352,360,416,432,499,528,536,548,574,579,580,605,631,642,654,681,719,721,733,770,787,797,820,821,823,826,831,852,877,896,904,905,916,919,924,929,998"
7	"16,38,46,56,64,77,85,102,106,136,137,143,163,165,178,207,217,222,232,238,288,351,353,367,368,373,390,400,401,424,483,523,525,533,539,582,598,646,688,709,726,743,771,782,786,824,833,848,854,868,872,901,922,933,938,964,980,981,992"
8	"9,31,35,92,150,153,171,192,206,209,219,268,318,348,375,385,388,389,407,422,431,437,460,534,553,594,599,616,629,663,666,671,695,702,738,740,750,834,846,859,864,873,890,952,958,978,983"
9	"15,17,39,82,90,110,114,126,170,191,253,264,289,312,323,357,378,392,393,406,420,425,451,476,488,505,519,529,551,561,577,591,606,607,647,651,694,710,712,745,779,808,835,879,882,911,941,957"
10	"33,47,99,141,168,169,173,182,196,216,259,260,271,294,295,309,339,362,382,394,399,427,440,464,481,482,511,512,543,558,585,592,593,596,648,674,680,690,725,736,737,744,755,768,772,783,806,814,817,825,828,830,850,863,865,884,930,939,940,976,988"
11	"28,29,30,63,83,105,133,147,190,236,261,276,278,284,306,322,334,354,374,410,412,433,434,452,470,480,491,495,498,568,570,571,617,624,678,683,728,756,789,792,796,799,800,849,853,861,874,912,961,973,977"
12	"67,72,125,130,149,244,247,286,293,316,356,366,396,430,435,441,457,462,506,516,576,587,597,608,628,686,708,722,739,764,780,819,837,885,936,950,968,969"
13	"11,24,55,68,75,80,109,121,167,180,230,237,248,254,280,291,301,355,359,381,395,404,418,438,446,458,479,485,501,524,557,572,575,655,660,676,679,732,763,773,784,883,900,913,914,928,944,956,960,965,966,991"
14	"2,21,23,37,42,44,96,103,120,135,146,193,221,224,245,257,313,315,325,335,346,376,415,436,448,453,465,486,490,494,513,521,538,542,545,552,622,636,637,675,691,701,757,781,802,804,827,845,851,855,892,895,917,927,935,942,954,990"
15	"43,162,166,231,252,265,267,290,297,326,379,387,391,397,426,455,469,492,535,544,549,556,559,567,569,603,612,619,623,635,639,669,684,687,697,705,713,718,720,754,767,791,793,816,829,838,841,875,888,899,903,949,959,971,979,993"
16	"54,70,76,81,88,104,108,113,115,129,142,227,251,299,307,365,372,417,421,450,566,573,588,633,638,670,711,716,734,775,801,840,857,858,907,918,932,937,963,974,994"
17	"40,45,48,49,53,61,91,98,139,140,152,176,188,208,229,255,279,300,305,324,340,342,364,402,403,413,423,449,493,508,510,515,526,541,555,564,641,649,657,665,667,723,761,811,818,839,843,876,893,909,962,985,1000"
18	"27,32,34,36,65,69,86,131,159,186,200,202,242,246,256,285,303,319,327,349,363,377,380,428,443,445,447,456,459,475,537,565,581,595,602,615,626,662,672,693,727,735,749,785,788,795,809,866,870,931,982"
19	"3,12,20,66,107,111,117,144,145,156,185,199,220,233,277,302,304,311,314,331,347,408,419,442,454,461,466,502,503,527,546,562,613,618,659,699,759,766,813,815,869,887,921,923,925,945,995"
