0	"33,65,78,79,99,104,111,112,128,156,164,209,225,229,242,246,265,305,316,322,323,368,386,400,427,433,454,464,560,581,618,620,666,691,713,720,768,773,810,821,948,962,982"
1	"14,31,89,105,177,235,253,254,271,273,274,280,289,290,303,317,383,388,392,396,441,462,488,494,500,505,517,524,572,576,609,617,645,688,724,741,760,769,791,818,837,864,875,889,928,940,953,958,983"
2	"7,29,34,51,64,86,95,100,103,114,115,116,127,155,187,189,218,279,312,318,335,372,434,440,479,490,491,497,507,511,568,589,627,637,661,733,737,745,763,774,811,857,910,931,943,945,957,959,966,976,977,980"
3	"6,42,46,71,74,80,96,133,147,201,207,210,220,239,320,324,342,361,363,378,384,387,393,408,412,432,446,493,504,514,534,541,542,550,552,565,586,595,598,599,671,686,698,753,770,772,797,812,838,849,906,970,971,992"
4	"35,67,107,121,129,138,171,194,215,227,247,325,349,362,376,422,428,445,481,553,558,605,625,631,653,659,711,750,766,767,780,789,795,830,852,878,938,947,974,979"
5	"43,93,108,130,139,151,165,167,173,179,182,188,216,231,252,287,304,306,330,346,380,402,411,430,444,455,471,476,477,482,515,523,538,566,567,569,588,591,678,712,754,764,779,805,824,836,844,855,876,894,915,926,997,999,1000"
6	"3,17,27,32,37,39,48,53,77,87,92,140,190,195,222,223,249,264,275,285,301,307,309,327,356,371,419,452,478,521,540,544,578,585,596,604,608,633,646,658,660,663,681,703,706,738,739,744,752,808,826,843,877,921,956,975,985,988"
7	"10,11,16,62,81,120,132,152,176,183,184,203,219,282,321,334,338,355,369,373,382,399,409,420,423,438,449,453,465,545,563,573,601,612,614,626,655,723,742,743,778,781,788,798,828,848,853,854,861,887,898,925,981"
8	"1,20,47,49,56,58,84,85,101,145,197,199,217,238,241,250,256,272,283,302,315,326,332,337,357,367,414,416,421,439,456,460,486,489,492,495,547,548,556,561,592,649,650,654,709,710,715,717,719,722,746,785,800,809,814,823,835,841,850,860,873,881,892,909,920,932,946,955"
9	"24,38,50,88,124,153,160,174,181,191,206,208,214,232,243,257,259,286,311,374,426,468,527,529,590,622,639,674,695,731,749,782,784,793,820,834,846,870,888,916,942,964,989,998"
10	"21,40,45,72,83,125,131,144,146,157,168,180,186,198,240,248,255,261,313,345,364,377,450,457,470,474,483,519,526,528,531,532,539,549,562,613,629,673,680,702,704,708,718,726,729,734,735,740,747,790,794,815,851,859,899,900,903,908,911,923,963,968,969,972,984"
11	"30,36,60,61,97,113,126,192,204,213,221,228,233,234,237,262,269,270,293,294,339,343,407,431,435,451,466,487,543,580,582,602,603,616,634,641,648,652,669,685,687,697,700,727,759,783,792,813,822,872,886,930,935,937,950"
12	"57,59,119,163,267,300,352,379,417,459,475,484,501,502,557,571,575,583,638,640,656,714,721,730,748,756,799,802,804,807,831,845,856,866,867,885,904,912,918,924,944,960"
13	"19,66,70,94,110,141,158,212,263,329,340,350,351,354,390,410,429,442,469,480,512,520,587,593,606,623,632,644,664,692,694,716,862,884,893,896,897,929,933,936,941,986,990,993"
14	"12,13,26,44,68,118,142,161,266,281,331,353,365,458,463,498,508,535,536,551,600,657,676,682,707,732,736,758,801,871,891,895,901,905,914,978,994"
15	"15,73,90,91,117,135,148,159,162,196,224,226,276,278,284,375,391,394,395,406,418,436,448,503,510,513,564,630,662,668,683,693,751,775,786,787,796,827,842,863,868,869,927,952,961"
16	"4,18,25,41,98,137,143,172,185,258,260,277,292,308,319,381,415,443,447,467,473,485,509,518,554,559,611,624,628,635,636,642,651,672,677,684,761,762,817,819,825,847,865,874,879,917,919,939,949,951,987"
17	"5,8,22,75,76,82,102,106,170,193,200,205,230,244,268,288,291,295,314,341,344,347,358,360,385,397,398,401,413,472,496,499,516,530,533,537,555,577,579,597,619,621,643,699,701,725,757,765,771,806,832,833,839,883,902,913,922,934,954,965,967,991"
18	"2,9,23,52,54,109,122,123,134,149,166,175,178,202,297,299,310,328,333,336,348,359,366,370,403,405,424,461,522,570,594,607,615,647,675,679,689,696,755,829,858,882,890"
19	"28,55,63,69,136,150,154,169,211,236,245,251,296,298,389,404,425,437,506,525,546,574,584,610,665,667,670,690,705,728,776,777,803,816,840,880,907,973,995,996"
